1,お酒（さけ）を 飲（の）みますか。,4.99274,7.313915
,いいえ、 飲（の）みません。,7.313915,9.524486
2,毎（まい）朝（あさ） 何（なに）を 食（た）べますか。,11.962274,14.41739
,パンと 卵（たまご）を 食（た）べます。,14.41739,16.302142
3,けさ 何（なに）を 食（た）べましたか。,18.898936,21.542773
,何（なに）も 食（た）べませんでした。,21.542773,23.523914
4,土（ど）曜（よう）日（び） 何（なに）を しましたか。,26.09777,28.899362
,日本（にほん）語（ご）を 勉（べん）強（きょう）しました。 それから 友（とも）達（だち）と 映（えい）画（が）を 見（み）ました。,28.899362,34.240423
5,どこで その かばんを 買（か）いましたか。,36.836283,39.408252
,メキシコで 買（か）いました。,39.408252,41.393568
6,あした テニスを しませんか。,44.121877,46.37199
,ええ、 いいですね。,46.37199,48.341211
7,あした 10時（じ）に 駅（えき）で 会いましょう。,50.780924,53.80704
,わかりました。,53.80704,55.185069